operatorname;theme;indicator;transportmode;transportsubmode;id_line;name_line;trimester;year;percent_result;occurrence_result;target_reference_contract;penality
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01736;K;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01738;N;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tramtrain;;C01843;T4;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01727;C;T1;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01738;N;T1;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01741;U;T1;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Tramtrain;;C01843;T4;T1;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01737;L;T2;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01741;U;T2;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01728;D;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;H;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01736;K;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01741;U;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01727;C;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01728;D;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01729;E;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01730;H;T1;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tramtrain;;C01843;T4;T1;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tramtrain;;C01999;T11;T1;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01742;A;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01736;K;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01739;P;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01740;R;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01741;U;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tramtrain;;C01999;T11;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tramtrain;;C02344;T13;T3;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01742;A;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01743;B;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01738;N;T4;2024;;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01727;C;T1;2024;;;76.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01731;J;T1;2024;;;80.5;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tramtrain;;C01843;T4;T1;2024;;;87.5;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tramtrain;;C01999;T11;T1;2024;;;95.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01728;D;T2;2024;;;82.69999999999999;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01740;R;T2;2024;;;93.8;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01737;L;T3;2024;;;95.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01727;C;T4;2024;;;76.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01729;E;T4;2024;;;87.3;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01737;L;T4;2024;;;95.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01738;N;T4;2024;;;94.69999999999999;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01727;C;T1;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01729;E;T1;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01741;U;T1;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Tramtrain;;C01999;T11;T1;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Tramtrain;;C02344;T13;T1;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01742;A;T2;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01737;L;T2;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Tramtrain;;C01843;T4;T3;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01727;C;T4;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01729;E;T4;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01736;K;T4;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01737;L;T4;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Tramtrain;;C01843;T4;T4;2024;;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01743;B;T1;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01729;E;T1;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01738;N;T1;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01843;T4;T1;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01736;K;T2;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01843;T4;T2;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01999;T11;T2;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01743;B;T3;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01736;K;T3;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01739;P;T3;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01741;U;T3;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01999;T11;T3;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01728;D;T4;2024;;;;Oui
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01729;E;T1;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01730;H;T1;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01731;J;T1;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01740;R;T1;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;U;T1;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01740;R;T2;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;U;T2;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01730;H;T3;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01737;L;T3;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01740;R;T3;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;U;T3;2024;;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01737;L;T4;2024;;;90.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01742;A;T1;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01727;C;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01728;D;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01740;R;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Tramtrain;;C01999;T11;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01743;B;T3;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Tramtrain;;C01999;T11;T3;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01742;A;T4;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01727;C;T4;2024;;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Tramtrain;;C02344;T13;T4;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01728;D;T1;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01736;K;T1;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01739;P;T1;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01741;U;T1;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01742;A;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01728;D;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01729;E;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01731;J;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01736;K;T2;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01728;D;T3;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01730;H;T3;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01740;R;T3;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01727;C;T4;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01729;E;T4;2024;;;97.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Tramtrain;;C01843;T4;T4;2024;;;97.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01730;H;T1;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01729;E;T2;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01731;J;T2;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01736;K;T2;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01737;L;T2;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01738;N;T2;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01739;P;T2;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01727;C;T3;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01729;E;T3;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01731;J;T3;2024;;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01727;C;T4;2024;;;93.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01742;A;T1;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01730;H;T1;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01737;L;T2;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01739;P;T2;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01727;C;T3;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01731;J;T3;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01740;R;T3;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01743;B;T4;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01737;L;T4;2024;;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01738;N;T4;2024;;;90.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01740;R;T1;2024;;;92.5;Non
SNCF;Propreté;Propreté des trains;Train;;C01741;U;T1;2024;;;88.0;Non
SNCF;Propreté;Propreté des trains;RER;;C01728;D;T2;2024;;;90.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01738;N;T2;2024;;;93.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01740;R;T2;2024;;;92.5;Non
SNCF;Propreté;Propreté des trains;RER;;C01729;E;T3;2024;;;85.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01737;L;T3;2024;;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01738;N;T3;2024;;;93.0;Non
SNCF;Propreté;Propreté des trains;RER;;C01729;E;T4;2024;;;85.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01736;K;T4;2024;;;95.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01739;P;T4;2024;;;93.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01741;U;T4;2024;;;88.0;Non
SNCF;Propreté;Propreté des trains;Tramtrain;;C01999;T11;T4;2024;;;95.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01727;C;T1;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01728;D;T1;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01736;K;T1;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01739;P;T1;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01741;U;T1;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01727;C;T2;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01730;H;T2;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01736;K;T2;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01738;N;T2;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01742;A;T3;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01728;D;T3;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01739;P;T3;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01737;L;T4;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Tramtrain;;C01843;T4;T4;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01730;H;T1;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01738;N;T1;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01730;H;T2;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01729;E;T3;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01742;A;T4;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01730;H;T4;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01731;J;T4;2024;;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01736;K;T4;2024;;;97.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01739;P;T1;2024;;;93.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Tramtrain;;C02344;T13;T1;2024;;;93.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01742;A;T2;2024;;;93.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01736;K;T2;2024;;;93.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01737;L;T2;2024;;;93.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01738;N;T4;2024;;;93.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01739;P;T4;2024;;;93.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01740;R;T4;2024;;;93.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01727;C;T1;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01741;U;T1;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01728;D;T2;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01737;L;T3;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Tramtrain;;C01999;T11;T3;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01730;H;T4;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01739;P;T4;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01740;R;T4;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Tramtrain;;C01999;T11;T4;2024;;;98.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01743;B;T1;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01729;E;T1;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01730;H;T1;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01731;J;T1;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01729;E;T2;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01730;H;T2;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01731;J;T2;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01736;K;T2;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Tramtrain;;C01999;T11;T2;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01731;J;T3;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Tramtrain;;C01999;T11;T3;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01736;K;T4;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01737;L;T4;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01740;R;T4;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01741;U;T4;2024;;;97.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01728;D;T1;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01737;L;T1;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01741;U;T1;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01743;B;T2;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01742;A;T1;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01729;E;T1;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01741;U;T1;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01728;D;T2;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01729;E;T2;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Tramtrain;;C01999;T11;T2;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01736;K;T3;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Tramtrain;;C01999;T11;T3;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01728;D;T4;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01738;N;T4;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01741;U;T4;2024;;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Tramtrain;;C01999;T11;T4;2024;;;98.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01743;B;T1;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01727;C;T1;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01738;N;T1;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01730;H;T2;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01737;L;T3;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01738;N;T3;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01741;U;T3;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01727;C;T4;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01738;N;T4;2024;;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Tramtrain;;C02344;T13;T4;2024;;;97.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01743;B;T1;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01731;J;T2;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01736;K;T2;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01743;B;T3;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01730;H;T3;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01742;A;T4;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01728;D;T4;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01731;J;T4;2024;;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01738;N;T4;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01727;C;T1;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01740;R;T1;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Tramtrain;;C01999;T11;T1;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01743;B;T3;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01741;U;T3;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Tramtrain;;C02344;T13;T3;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01727;C;T4;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01731;J;T4;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01737;L;T4;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Tramtrain;;C01843;T4;T4;2024;;;98.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01742;A;T1;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01727;C;T1;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01737;L;T1;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01999;T11;T1;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01742;A;T2;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01728;D;T2;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01739;P;T2;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01741;U;T2;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01999;T11;T2;2024;;;97.0;Non
