operatorname;theme;indicator;transportmode;transportsubmode;id_line;name_line;trimester;year;percent_result;occurrence_result;target_reference_contract;penality
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01738;N;T2;2022;78.0;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01739;P;T2;2022;59.2;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01741;U;T2;2022;77.2;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare à distance en 1 minute;Tramtrain;;C01843;T4;T2;2022;59.2;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01728;D;T3;2022;74.0;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01730;H;T3;2022;78.6;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01741;U;T3;2022;86.9;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01742;A;T4;2022;91.3;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01727;C;T4;2022;85.4;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Tramtrain;;C01999;T11;T4;2022;90.2;;91.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01728;D;Global;2022;64.2;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01743;B;Global;2022;96.8;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01728;D;Global;2022;97.7;;98.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01728;D;Global;2022;97.8;;97.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01742;A;Global;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01743;B;Global;2022;94.5;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01743;B;T1;2022;98.4;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01727;C;T1;2022;97.1;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01730;H;T1;2022;97.8;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01736;K;T1;2022;98.3;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01740;R;T2;2022;96.4;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01738;N;T3;2022;97.1;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01739;P;T3;2022;96.9;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01727;C;T4;2022;97.3;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01728;D;T4;2022;97.6;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01730;H;T4;2022;96.7;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01736;K;T4;2022;97.8;;98.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01727;C;Global;2022;94.5;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01742;A;T1;2022;95.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01731;J;T1;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01740;R;T1;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01728;D;T2;2022;99.3;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Tramtrain;;C01999;T11;T2;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01738;N;T3;2022;98.5;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01729;E;T4;2022;99.2;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01730;H;T4;2022;98.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Tramtrain;;C01999;T11;T4;2022;100.0;;97.0;Non
RATP;Information voyageurs;Information en cas de grève;RER;;C01742;A;Global;2022;100.0;;95.0;Oui
RATP;Information voyageurs;Information en cas de travaux;RER;;C01743;B;Global;2022;100.0;;99.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord;RER;;C01742;A;Global;2022;100.0;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale en station et gare;RER;;C01742;A;Global;2022;99.6;;99.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01728;D;T1;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01741;U;T1;2022;28.4;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01738;N;T2;2022;54.3;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01742;A;T3;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01727;C;T3;2022;77.5;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01741;U;T3;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01729;E;T4;2022;50.0;;98.0;Non
RATP;Contact voyageurs;Délai de contact en station/gare;RER;;C01742;A;Global;2022;95.4;;92.0;Oui
RATP;Propreté;Propreté des trains;RER;;C01743;B;Global;2022;94.9;;93.7;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01736;K;T1;2022;96.0;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01729;E;T2;2022;94.8;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01730;H;T2;2022;96.9;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01736;K;T2;2022;98.7;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01737;L;T2;2022;98.8;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01738;N;T2;2022;98.7;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01741;U;T2;2022;98.1;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Tramtrain;;C01999;T11;T2;2022;97.8;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01739;P;T3;2022;97.8;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01742;A;T4;2022;98.9;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01729;E;T4;2022;95.2;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01739;P;T4;2022;99.5;;98.0;Non
RATP;Accessibilité;Disponibilité des ascenseurs;RER;;C01742;A;Global;2022;99.2;;99.0;Non
RATP;Ventes et Validations;Disponibilité des appareils de distribution;RER;;C01742;A;Global;2022;97.9;;98.5;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01742;A;T1;2022;97.39999999999999;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01739;P;T1;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01731;J;T2;2022;99.5;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01739;P;T2;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Tramtrain;;C01999;T11;T2;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01739;P;T4;2022;95.5;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01740;R;T4;2022;99.0;;97.0;Non
RATP;Sûreté;Disponibilité des bornes d'appel voyageurs;RER;;C01743;B;Global;2022;99.4;;98.9;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01730;H;Global;2022;96.9;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01737;L;Global;2022;98.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01739;P;Global;2022;96.7;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01743;B;T1;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01727;C;T1;2022;81.39999999999999;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01736;K;T1;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01742;A;T2;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01727;C;T2;2022;91.7;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01728;D;T2;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01729;E;T2;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01731;J;T2;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01741;U;T2;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01742;A;T3;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Tramtrain;;C01741;U;T3;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01727;C;T4;2022;83.3;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01731;J;T4;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;H;Global;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01740;R;Global;2022;98.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01737;L;Global;2022;97.5;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01728;D;T1;2022;99.0;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01731;J;T1;2022;97.0;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01736;K;T1;2022;99.6;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01737;L;T1;2022;93.10000000000001;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01729;E;T2;2022;99.8;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01736;K;T2;2022;99.6;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01739;P;T2;2022;99.9;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01741;U;T2;2022;94.0;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01728;D;T3;2022;97.6;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01731;J;T3;2022;97.0;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01738;N;T3;2022;99.2;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01741;U;T3;2022;93.8;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01743;B;T4;2022;99.3;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01728;D;T4;2022;97.7;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01731;J;T4;2022;97.0;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01737;L;T4;2022;97.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01730;H;Global;2022;97.5;;95.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01739;P;Global;2022;93.5;;84.3;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01730;H;T1;2022;96.89999999999999;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01741;U;T1;2022;89.8;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01843;T4;T1;2022;88.3;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01999;T11;T1;2022;99.7;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01743;B;T2;2022;96.7;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01729;E;T2;2022;94.6;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01739;P;T2;2022;97.0;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01729;E;T3;2022;95.5;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01999;T11;T3;2022;99.8;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01730;H;T4;2022;96.9;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01736;K;T4;2022;98.2;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01843;T4;T4;2022;85.0;;97.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01739;P;Global;2022;99.3;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée prévue;Bus;;;Noctilien;T1;2022;97.5;;97.0;Non
SNCF;Elévatique;Arrêt au trottoir des véhicules;Bus;;;Noctilien;T1;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale aux points d'arrêt;Bus;;;Noctilien;T2;2022;92.8;;96.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée prévue;Bus;;;Noctilien;T2;2022;95.4;;97.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord des véhicules;Bus;;;Noctilien;T3;2022;90.6;;96.0;Non
SNCF;Propreté;Propreté des véhicules;Bus;;;Noctilien;T4;2022;99.1;;97.89999999999999;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01738;N;Global;2022;95.0;;89.0;Non
RATP;Accessibilité;Arrêt au trottoir;Bus;Bus en site propre;;TVM,393;T2;2022;100.0;;99.5;Non
RATP;Accessibilité;Arrêt au trottoir;Bus;Bus Paris;;;T2;2022;99.8;;99.5;Non
RATP;Ventes et Validations;Disponibilité des équipements de distribution;Bus;Bus en site propre;;TVM,393;T2;2022;96.2;;96.0;Non
RATP;Ventes et Validations;Disponibilité des équipements de distribution;Bus;Bus en site propre;;TVM,393;T4;2022;91.7;;96.0;Non
RATP;Ventes et Validations;Disponibilité des équipements de validations;Bus;Bus Paris;;;T1;2022;91.2;;97.0;Non
RATP;Ventes et Validations;Disponibilité des équipements de validations;Bus;Bus Paris;;;T2;2022;92.9;;97.0;Non
RATP;Ventes et Validations;Disponibilité des équipements de validations;Bus;Noctilien;;;T2;2022;94.3;;97.0;Non
RATP;Ventes et Validations;Disponibilité des équipements de validations;Bus;Bus Paris;;;T4;2022;91.2;;97.0;Non
RATP;Accessibilité;Disponibilité des palettes UFR;Bus;Bus en site propre;;TVM,393;T4;2022;100.0;;98.5;Non
RATP;Accessibilité;Disponibilité des palettes UFR;Bus;Bus Paris;;;T4;2022;99.2;;97.5;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Bus;Bus petite couronne;;;T1;2022;89.5;;93.0;Non
RATP;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Noctilien;;;T3;2022;84.5;;96.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Noctilien;;;T1;2022;97.8;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus Paris;;;T2;2022;98.7;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Noctilien;;;T2;2022;99.5;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus petite couronne;;;T4;2022;98.4;;98.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01738;N;Global;2022;95.4;;90.0;Non
RATP;Information voyageurs;Information statique en situation normale aux points d'arrêt;Bus;Noctilien;;;T1;2022;92.4;;98.0;Non
RATP;Propreté;Propreté des stations;Bus;Bus en site propre;;TVM,393;T2;2022;98.5;;96.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01736;K;Global;2022;94.1;;94.0;Non
RATP;Propreté;Propreté des véhicules;Bus;Bus Paris;;;T1;2022;95.8;;97.2;Non
RATP;Propreté;Propreté des véhicules;Bus;Noctilien;;;T2;2022;87.8;;97.0;Non
RATP;Propreté;Propreté des véhicules;Bus;Bus en site propre;;TVM,393;T3;2022;98.5;;97.2;Non
RATP;Propreté;Propreté des véhicules;Bus;Noctilien;;;T3;2022;82.2;;97.0;Non
RATP;Propreté;Propreté des véhicules;Bus;Bus Paris;;;T4;2022;98.8;;97.2;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus petite couronne;;;T1;2022;99.6;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus Paris;;;T1;2022;99.3;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus petite couronne;;;T3;2022;99.3;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Noctilien;;;T3;2022;98.1;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus en site propre;;TVM,393;T4;2022;99.4;;99.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01739;P;Global;2022;77.8;;97.0;Non
